Date,Product,Region,Units_Sold,Price,Revenue,Marketing_Spend,Inventory_Level,Season
2025-12-18,Cough Syrup,North,275,29,7975,4616,1663,Winter
2025-12-19,Paracetamol,East,168,48,8064,4688,3378,Spring
2025-12-19,Insulin,East,136,16,2176,4921,4741,Monsoon
2025-12-19,Vitamin C,North,212,49,10388,659,1040,Spring
2025-12-19,Antibiotic,East,161,11,1771,4697,3895,Spring
2025-12-19,Pain Relief,South,88,22,1936,4994,3897,Spring
2025-12-19,Cough Syrup,South,281,44,12364,1564,937,Winter
2025-12-20,Paracetamol,South,210,47,9870,269,508,Spring
2025-12-20,Insulin,North,127,7,889,3463,3775,Spring
2025-12-20,Vitamin C,West,289,45,13005,759,1741,Winter
2025-12-20,Antibiotic,South,92,33,3036,1689,4729,Summer
2025-12-20,Pain Relief,South,214,41,8774,3065,1072,Spring
2025-12-20,Cough Syrup,West,125,27,3375,3266,4263,Monsoon
2025-12-21,Paracetamol,East,288,22,6336,3067,614,Winter
2025-12-21,Insulin,South,295,37,10915,2040,3019,Winter
2025-12-21,Vitamin C,East,134,47,6298,377,2657,Summer
2025-12-21,Antibiotic,West,84,8,672,4050,2387,Spring
2025-12-21,Pain Relief,West,120,38,4560,4209,1231,Winter
2025-12-21,Cough Syrup,East,198,25,4950,4704,3377,Summer
2025-12-22,Paracetamol,North,80,9,720,3975,1295,Spring
2025-12-22,Insulin,North,73,18,1314,890,4247,Winter
2025-12-22,Vitamin C,West,234,36,8424,2170,4932,Spring
2025-12-22,Antibiotic,North,297,37,10989,3310,1498,Winter
2025-12-22,Pain Relief,North,129,45,5805,3599,3288,Winter
2025-12-22,Cough Syrup,South,64,18,1152,4595,2683,Monsoon
2025-12-23,Paracetamol,North,103,25,2575,3855,3930,Spring
2025-12-23,Insulin,West,131,33,4323,3729,4005,Summer
2025-12-23,Vitamin C,East,270,45,12150,881,738,Summer
2025-12-23,Antibiotic,South,251,37,9287,4397,1206,Spring
2025-12-23,Pain Relief,West,64,26,1664,1860,3369,Monsoon
2025-12-23,Cough Syrup,East,95,38,3610,2291,4913,Monsoon
2025-12-24,Paracetamol,North,266,28,7448,936,4069,Spring
2025-12-24,Insulin,West,171,27,4617,4026,2632,Winter
2025-12-24,Vitamin C,East,204,46,9384,1003,2573,Summer
2025-12-24,Antibiotic,South,71,43,3053,293,1964,Spring
2025-12-24,Pain Relief,South,191,39,7449,2123,4157,Winter
2025-12-24,Cough Syrup,North,184,48,8832,698,3720,Monsoon
2025-12-25,Paracetamol,East,81,26,2106,4762,1692,Monsoon
2025-12-25,Insulin,South,288,19,5472,975,2901,Monsoon
2025-12-25,Vitamin C,South,200,11,2200,1382,565,Spring
2025-12-25,Antibiotic,West,252,21,5292,3858,2683,Winter
2025-12-25,Pain Relief,North,120,14,1680,4625,2326,Monsoon
2025-12-25,Cough Syrup,South,172,42,7224,3614,4410,Summer
2025-12-26,Paracetamol,South,249,26,6474,4169,3205,Spring
2025-12-26,Insulin,North,217,30,6510,4171,1568,Monsoon
2025-12-26,Vitamin C,South,158,32,5056,3269,3297,Winter
2025-12-26,Antibiotic,North,236,26,6136,4666,1551,Monsoon
2025-12-26,Pain Relief,West,162,47,7614,4083,4318,Winter
2025-12-26,Cough Syrup,North,205,17,3485,2150,4049,Summer
2025-12-27,Paracetamol,East,128,15,1920,1674,4684,Monsoon
2025-12-27,Insulin,East,202,46,9292,1483,1401,Spring
2025-12-27,Vitamin C,East,206,42,8652,2368,4772,Summer
2025-12-27,Antibiotic,South,216,32,6912,201,1736,Spring
2025-12-27,Pain Relief,South,104,29,3016,1596,1904,Monsoon
2025-12-27,Cough Syrup,West,197,38,7486,4857,4701,Winter
2025-12-28,Paracetamol,North,243,44,10692,946,951,Summer
2025-12-28,Insulin,East,52,18,936,2054,3342,Spring
2025-12-28,Vitamin C,North,298,27,8046,2006,1050,Summer
2025-12-28,Antibiotic,East,179,35,6265,2448,4113,Monsoon
2025-12-28,Pain Relief,West,156,37,5772,1203,1524,Monsoon
2025-12-28,Cough Syrup,West,193,42,8106,3843,1701,Winter
2025-12-29,Paracetamol,West,63,32,2016,4583,2673,Summer
2025-12-29,Insulin,North,115,22,2530,1675,4096,Winter
2025-12-29,Vitamin C,East,248,34,8432,2392,2558,Spring
2025-12-29,Antibiotic,East,223,24,5352,2083,3247,Spring
2025-12-29,Pain Relief,East,242,11,2662,1671,1375,Spring
2025-12-29,Cough Syrup,West,82,39,3198,779,576,Winter
2025-12-30,Paracetamol,West,272,6,1632,569,3233,Summer
2025-12-30,Insulin,South,199,48,9552,2199,2257,Monsoon
2025-12-30,Vitamin C,South,75,14,1050,3670,2492,Summer
2025-12-30,Antibiotic,West,156,33,5148,2505,1031,Summer
2025-12-30,Pain Relief,North,200,29,5800,272,597,Winter
2025-12-30,Cough Syrup,South,131,23,3013,1069,4318,Winter
2025-12-31,Paracetamol,North,125,15,1875,1215,1735,Summer
2025-12-31,Insulin,North,243,36,8748,4388,1434,Spring
2025-12-31,Vitamin C,North,296,45,13320,1195,3481,Monsoon
2025-12-31,Antibiotic,North,239,45,10755,3337,2329,Winter
2025-12-31,Pain Relief,West,79,7,553,3576,1820,Summer
2025-12-31,Cough Syrup,East,62,37,2294,4441,1151,Spring
